1	1	2
2	1	13
3	2	15
4	15	16
5	14	15
6	4	14
7	3	4
8	5	6
9	14	17
10	6	17
11	17	18
12	6	7
13	13	14
14	7	13
15	11	13
16	0	1
17	0	11
18	10	11
19	10	12
20	9	10
21	8	9
22	7	8
23	4	19
24	5	19
