0.01	205	113.04699999999998	0	0	205	89.44100000000005
0.01	205	105.41100000000003	0	0	205	89.44100000000005
0.01	205	107.82199999999996	0	0	205	89.44100000000005
0.01	205	107.36099999999999	0	0	205	89.44100000000005
0.01	205	110.07399999999996	0	0	205	89.44100000000005
0.01	205	101.52799999999998	0	0	205	89.44100000000005
0.01	205	106.09299999999998	0	0	205	89.44100000000005
0.01	205	109.11300000000001	0	0	205	89.44100000000005
0.01	205	114.865	0	0	205	89.44100000000005
0.01	205	105.17899999999997	0	0	205	89.44100000000005
0.02	205	110.42500000000001	0	0	205	89.44100000000005
0.02	205	109.24900000000001	0	0	205	89.44100000000005
0.02	205	106.47099999999996	0	0	205	89.44100000000005
0.02	205	105.18799999999997	0	0	205	89.44100000000005
0.02	205	105.54799999999999	0	0	205	89.44100000000005
0.02	205	104.48499999999999	0	0	205	89.44100000000005
0.02	205	105.08099999999999	0	0	205	89.44100000000005
0.02	205	106.42500000000003	0	0	205	89.44100000000005
0.02	205	109.45500000000001	0	0	205	89.44100000000005
0.02	205	107.09299999999999	0	0	205	89.44100000000005
0.03	205	109.15100000000001	0	0	205	89.44100000000005
0.03	205	107.91199999999995	0	0	205	89.44100000000005
0.03	205	107.52899999999998	0	0	205	89.44100000000005
0.03	205	108.17999999999995	0	0	205	89.44100000000005
0.03	205	106.92200000000001	0	0	205	89.44100000000005
0.03	205	108.06899999999996	0	0	205	89.44100000000005
0.03	205	109.44100000000006	0	0	205	89.44100000000005
0.03	205	110.923	0	0	205	89.44100000000005
0.03	205	114.08900000000001	0	0	205	89.44100000000005
0.03	205	107.4499999999999	0	0	205	89.44100000000005
0.04	205	107.81499999999994	0	0	205	89.44100000000005
0.04	205	108.17299999999997	0	0	205	89.44100000000005
0.04	205	105.32600000000001	0	0	205	89.44100000000005
0.04	205	107.87399999999998	0	0	205	89.44100000000005
0.04	205	107.57499999999995	0	0	205	89.44100000000005
0.04	205	102.43499999999997	0	0	205	89.44100000000005
0.04	205	108.64400000000003	0	0	205	89.44100000000005
0.04	205	104.23099999999997	0	0	205	89.44100000000005
0.04	205	105.90600000000002	0	0	205	89.44100000000005
0.04	205	106.38699999999997	0	0	205	89.44100000000005
0.05	205	107.22599999999993	0	0	205	89.44100000000005
0.05	205	106.033	0	0	205	89.44100000000005
0.05	205	104.95999999999998	0	0	205	89.44100000000005
0.05	205	108.13100000000004	0	0	205	89.44100000000005
0.05	205	107.82899999999997	0	0	205	89.44100000000005
0.05	205	111.37599999999998	0	0	205	89.44100000000005
0.05	205	104.96099999999996	0	0	205	89.44100000000005
0.05	205	113.98499999999999	0	0	205	89.44100000000005
0.05	205	106.17599999999999	0	0	205	89.44100000000005
0.05	205	107.389	0	0	205	89.44100000000005
0.06	205	106.999	0	0	205	89.44100000000005
0.06	205	113.60899999999997	0	0	205	89.44100000000005
0.06	205	106.14099999999995	0	0	205	89.44100000000005
0.06	205	103.74400000000001	0	0	205	89.44100000000005
0.06	205	110.96599999999992	0	0	205	89.44100000000005
0.06	205	106.002	0	0	205	89.44100000000005
0.06	205	108.21799999999992	0	0	205	89.44100000000005
0.06	205	105.20400000000001	0	0	205	89.44100000000005
0.06	205	109.32999999999998	0	0	205	89.44100000000005
0.06	205	108.62499999999994	0	0	205	89.44100000000005
0.07	205	111.08900000000007	0	0	205	89.44100000000005
0.07	205	105.0819999999999	0	0	205	89.44100000000005
0.07	205	104.59799999999993	0	0	205	89.44100000000005
0.07	205	109.778	0	0	205	89.44100000000005
0.07	205	111.53300000000003	0	0	205	89.44100000000005
0.07	205	106.60299999999998	0	0	205	89.44100000000005
0.07	205	106.20100000000001	0	0	205	89.44100000000005
0.07	205	105.64899999999997	0	0	205	89.44100000000005
0.07	205	111.31599999999996	0	0	205	89.44100000000005
0.07	205	108.77299999999997	0	0	205	89.44100000000005
0.08	205	103.20900000000006	1	0.383	204	88.75800000000005
0.08	205	106.57299999999996	1	0.5780000000000001	204	88.76100000000005
0.08	205	107.25199999999998	0	0	205	89.44100000000005
0.08	205	110.27999999999993	1	0.6	204	88.75800000000005
0.08	205	102.92999999999992	0	0	205	89.44100000000005
0.08	205	110.68600000000002	0	0	205	89.44100000000005
0.08	205	105.2600000000001	0	0	205	89.44100000000005
0.08	205	111.04799999999997	1	0.526	204	88.77100000000004
0.08	205	108.51799999999997	0	0	205	89.44100000000005
0.08	205	105.83399999999995	1	0.276	204	88.77100000000004
0.09	205	104.19099999999995	3	1.7650000000000001	202	87.56100000000005
0.09	205	109.19399999999997	4	2.336	201	88.10100000000004
0.09	205	104.46899999999994	4	2.2540000000000004	201	86.72500000000005
0.09	205	109.48099999999995	2	1.1070000000000002	203	88.77100000000004
0.09	205	106.96699999999997	4	1.85	201	88.25400000000005
0.09	205	108.28299999999996	1	0.7250000000000001	204	89.44100000000005
0.09	205	112.69299999999998	2	1.5019999999999998	203	88.10100000000004
0.09	205	106.12599999999993	2	0.7050000000000001	203	88.75800000000005
0.09	205	103.41199999999996	4	1.699	201	87.05400000000004
0.09	205	105.41800000000003	2	1.512	203	88.75800000000005
0.1	205	103.20600000000002	15	7.889	190	82.67900000000004
0.1	205	111.888	12	6.371000000000001	193	84.01200000000004
0.1	205	109.33200000000005	14	6.656	191	84.62600000000005
0.1	205	108.616	14	7.148000000000001	191	83.52800000000005
0.1	205	106.87499999999993	18	9.79	187	82.14500000000005
0.1	205	106.06199999999994	11	5.518	194	85.03100000000005
0.1	205	108.14100000000005	11	6.299999999999999	194	85.36200000000005
0.1	205	107.85299999999998	12	6.082	193	84.69900000000004
0.1	205	107.30799999999996	14	8.024	191	84.10200000000005
0.1	205	105.59299999999995	10	4.893	195	84.87100000000005
0.11	205	104.534	30	15.272	175	75.96200000000003
0.11	205	108.36399999999999	21	10.733	184	80.11600000000004
0.11	205	104.28599999999999	26	12.767	179	78.67700000000004
0.11	205	106.11999999999996	28	15.456999999999997	177	77.06200000000004
0.11	205	113.59999999999995	20	10.539000000000001	185	81.45600000000005
0.11	205	108.86000000000007	35	19.755000000000003	170	75.51700000000004
0.11	205	108.93200000000004	20	11.991999999999999	185	79.17400000000005
0.11	205	112.37899999999998	24	14.378999999999998	181	78.91600000000004
0.11	205	109.53499999999998	25	13.490000000000002	180	79.30300000000004
0.11	205	107.76199999999997	24	12.176	181	80.65600000000003
0.12	205	106.72299999999998	39	18.863	166	74.44200000000004
